1002423300.jpg,1364896518.jpg,true,1.2249442338943
1002423300.jpg,1344377591.jpg,true,1.4641606807709
1002423300.jpg,1312857276.jpg,true,1.2164642810822
1002423300.jpg,1357688360.jpg,true,1.4245351552963
1002423300.jpg,1263524475.jpg,true,1.4740446805954
1002423300.jpg,1332312621.jpg,true,1.4823422431946
1002423300.jpg,1365630129.jpg,true,1.6016863584518
1002423300.jpg,1328314622.jpg,true,1.3523207902908
1002423300.jpg,1233001832.jpg,true,1.4677772521973
1002423300.jpg,1276196217.jpg,true,1.5495611429214
1002423300.jpg,1287451288.jpg,true,1.5212073326111
1002423300.jpg,1340531204.jpg,true,1.6287058591843
1002423300.jpg,1372491869.jpg,true,1.5960528850555
1002423300.jpg,1293826398.jpg,true,1.4089242219925
1002423300.jpg,1335712344.jpg,true,1.455274105072
1002423300.jpg,1337113191.jpg,true,1.5093786716461
1002423300.jpg,1364702470.jpg,true,1.2948259115219
1003471245.jpg,1342639817.jpg,true,1.1370031833649
1003471245.jpg,1348098126.jpg,true,1.1690868139267
1003471245.jpg,1368881091.jpg,true,1.2314640283585
1003471245.jpg,1351334227.jpg,true,1.0383976697922
1003471245.jpg,1233001832.jpg,true,1.1358044147491
1003471245.jpg,1121120288.jpg,true,1.2625739574432
1003471245.jpg,1371572002.jpg,false,1.1581205129623
1003471245.jpg,1047494377.jpg,false,1.1635212898254
1005378825.jpg,1301716094.jpg,true,1.4211716651917
1005378825.jpg,1091594303.jpg,true,1.098283290863
1005378825.jpg,1280103278.jpg,false,1.2350672483444
1005378825.jpg,1308301455.jpg,false,1.2285169363022
1005378825.jpg,1146445985.jpg,false,0.95386809110641
1005378825.jpg,1364712419.jpg,false,1.193435549736
1007765100.jpg,87593526.jpg,true,0.53761905431747
1007765100.jpg,1125233554.jpg,true,1.3842854499817
1007765100.jpg,1184496428.jpg,true,1.3751157522202
1007765100.jpg,1326613715.jpg,false,1.2070778608322
1007765100.jpg,1348175794.jpg,false,1.2948006391525
1007765100.jpg,1209304056.jpg,false,1.3218537569046
1007765100.jpg,1120161304.jpg,false,1.5404217243195
1007765100.jpg,1150709499.jpg,false,1.1442819833755
1007765100.jpg,1128688471.jpg,false,1.2090399265289
1007765100.jpg,1232050351.jpg,false,1.3666152954102
1007765100.jpg,1366929578.jpg,false,1.1364582777023
1007765100.jpg,1329808350.jpg,false,1.5343630313873
1007765100.jpg,1339161478.jpg,false,1.4941532611847
1007765100.jpg,1168112134.jpg,false,1.2800929546356
1008230220.jpg,394358315.jpg,true,0.98313266038895
1008230220.jpg,1358488179.jpg,true,0.84912598133087
1008230220.jpg,394358550.jpg,true,1.2889881134033
1008230220.jpg,841077034.jpg,true,0.99094277620316
1008230220.jpg,1008228834.jpg,true,1.0133265256882
1008230220.jpg,1311959827.jpg,true,0.98192644119263
1008230220.jpg,1358486134.jpg,true,0.90411972999573
1008230220.jpg,1351179128.jpg,true,0.85105419158936
1008230220.jpg,841077486.jpg,true,1.1326308250427
1008230220.jpg,841077535.jpg,true,0.95737624168396
1008230220.jpg,841077353.jpg,true,1.0636370182037
1008230220.jpg,1284910981.jpg,false,1.049006819725
1008230220.jpg,1344585101.jpg,false,1.2661167383194
1008230220.jpg,1364146426.jpg,false,1.0457031726837
1008230220.jpg,867094199.jpg,false,0.73556309938431
1008230220.jpg,1353511113.jpg,false,1.0220955610275
1008230220.jpg,1229145931.jpg,false,1.1098216772079
1008230220.jpg,1047587048.jpg,false,1.1617320775986
1008230220.jpg,984911300.jpg,false,1.0606935024261
1008230220.jpg,1147510813.jpg,false,0.87769013643265
1008230220.jpg,1149736207.jpg,false,0.6822994351387
1008230220.jpg,1242077311.jpg,false,0.74754756689072
1010104605.jpg,1365671080.jpg,true,0.96377885341644
1010104605.jpg,1365318963.jpg,true,0.87362313270569
